FID,publicid,origintime,longitude,latitude,depth,magnitude,magnitudetype,status,phases,type,agency,updatetime,origin_geom
quake.2013p545380,2013p545380,2013-07-21T18:58:44.062,174.3473,-41.5685,23.6914,3.3953,M,automatic,70,,WEL(GNS_Primary),2013-07-21T19:02:25.46,POINT (174.3473 -41.568491)
quake.2013p545377,2013p545377,2013-07-21T18:57:13.849,174.2975,-41.5458,5.0586,2.7634,M,automatic,46,,WEL(GNS_Primary),2013-07-21T18:59:44.683,POINT (174.29747 -41.545755)
quake.2013p545369,2013p545369,2013-07-21T18:53:00.783,174.3075,-41.5139,5.0586,2.0277,M,automatic,19,,WEL(GNS_Primary),2013-07-21T18:54:45.157,POINT (174.30754 -41.513938)
quake.2013p545361,2013p545361,2013-07-21T18:49:02.497,174.2463,-41.6208,18.2422,3.4504,M,automatic,82,,WEL(GNS_Primary),2013-07-21T18:52:58.961,POINT (174.24628 -41.62078)
quake.2013p545356,2013p545356,2013-07-21T18:46:04.833,174.257,-41.59,5.0586,2.6247,M,automatic,24,,WEL(GNS_Primary),2013-07-21T18:49:17.202,POINT (174.25701 -41.590024)
quake.2013p545353,2013p545353,2013-07-21T18:44:09.826,174.424,-41.5555,10.1562,2.2028,M,automatic,19,,WEL(GNS_Primary),2013-07-21T18:46:13.72,POINT (174.42395 -41.555524)
quake.2013p545349,2013p545349,2013-07-21T18:42:26.693,174.2364,-41.6147,10.7422,2.5896,M,automatic,40,,WEL(GNS_Primary),2013-07-21T18:45:34.798,POINT (174.23639 -41.614651)
quake.2013p545345,2013p545345,2013-07-21T18:40:03.197,174.2444,-41.7475,5.1172,2.9504,M,automatic,58,,WEL(GNS_Primary),2013-07-21T18:43:44.364,POINT (174.24445 -41.747516)
quake.2013p545342,2013p545342,2013-07-21T18:38:41.271,174.3569,-41.5398,5.1172,2.1511,M,automatic,18,,WEL(GNS_Primary),2013-07-21T18:40:31.54,POINT (174.3569 -41.539788)
quake.2013p545338,2013p545338,2013-07-21T18:36:23.753,174.2911,-41.5887,8.1641,2.4093,M,automatic,27,,WEL(GNS_Primary),2013-07-21T18:39:31.024,POINT (174.29113 -41.588734)
quake.2013p545331,2013p545331,2013-07-21T18:32:26.79,174.3136,-41.5829,16.1914,3.9341,M,reviewed,28,,WEL(GNS_Primary),2013-07-21T18:47:57.528,POINT (174.31357 -41.58293)
quake.2013p545326,2013p545326,2013-07-21T18:29:50.967,174.3689,-41.5791,5.0586,2.8469,M,automatic,31,,WEL(GNS_Primary),2013-07-21T18:32:54.255,POINT (174.36886 -41.579134)
quake.2013p545322,2013p545322,2013-07-21T18:28:03.555,174.2619,-41.6509,10.1562,3.3291,M,automatic,74,,WEL(GNS_Primary),2013-07-21T18:33:48.961,POINT (174.26188 -41.650851)
quake.2013p545316,2013p545316,2013-07-21T18:24:32.453,174.0159,-41.1164,66.4062,2.5589,M,automatic,10,,WEL(GNS_Primary),2013-07-21T18:26:13.08,POINT (174.01592 -41.116392)
quake.2013p545304,2013p545304,2013-07-21T18:18:12.7,174.323,-41.603,10.0391,2.624,M,automatic,38,,WEL(GNS_Primary),2013-07-21T18:21:40.905,POINT (174.32295 -41.603016)
quake.2013p545301,2013p545301,2013-07-21T18:17:16.871,174.3622,-41.6656,0.057,2.4501,M,automatic,13,,WEL(GNS_Primary),2013-07-21T18:20:43.529,POINT (174.36218 -41.665649)
quake.2013p545297,2013p545297,2013-07-21T18:14:29.049,174.2936,-41.4532,3.8683,2.0447,M,reviewed,10,,WEL(GNS_Primary),2013-07-21T18:30:12.621,POINT (174.29355 -41.453243)
quake.2013p545288,2013p545288,2013-07-21T18:10:06.664,174.3583,-41.5563,11.9727,4.1233,M,reviewed,16,,WEL(GNS_Primary),2013-07-21T18:25:36.889,POINT (174.35833 -41.556304)
quake.2013p545285,2013p545285,2013-07-21T18:08:17.975,174.2528,-41.4725,14.9609,2.3843,M,reviewed,16,,WEL(GNS_Primary),2013-07-21T18:37:50.835,POINT (174.25284 -41.472497)
quake.2013p545278,2013p545278,2013-07-21T18:04:57.507,174.2473,-41.6452,12.207,3.8747,M,reviewed,20,,WEL(GNS_Primary),2013-07-21T18:42:02.441,POINT (174.24729 -41.645209)
quake.2013p545276,2013p545276,2013-07-21T18:02:55.979,173.6725,-39.3958,117.5,3.2093,M,automatic,14,,WEL(GNS_Primary),2013-07-21T18:05:10.729,POINT (173.67251 -39.395771)
quake.2013p545271,2013p545271,2013-07-21T18:00:35.906,174.397,-41.8145,5.1172,3.1385,M,automatic,59,,WEL(GNS_Primary),2013-07-21T18:04:15.584,POINT (174.39697 -41.814546)
quake.2013p545270,2013p545270,2013-07-21T17:59:58.344,172.8375,-41.5672,74.375,3.4544,M,automatic,11,,WEL(GNS_Primary),2013-07-21T18:01:49.736,POINT (172.83754 -41.567239)
quake.2013p545267,2013p545267,2013-07-21T17:58:26.649,174.3769,-40.1512,38.75,3.3679,M,automatic,11,,WEL(GNS_Primary),2013-07-21T18:01:28.68,POINT (174.37691 -40.151191)
quake.2013p545262,2013p545262,2013-07-21T17:55:37.493,174.584,-41.6003,51.4062,2.5267,M,automatic,13,,WEL(GNS_Primary),2013-07-21T17:57:47.886,POINT (174.58401 -41.600266)
quake.2013p545259,2013p545259,2013-07-21T17:54:18.992,174.263,-41.4978,10.0391,2.6401,M,automatic,26,,WEL(GNS_Primary),2013-07-21T17:56:18.332,POINT (174.26295 -41.497819)
quake.2013p545256,2013p545256,2013-07-21T17:52:30.985,174.2694,-41.5998,5.1172,3.0043,M,automatic,45,,WEL(GNS_Primary),2013-07-21T17:55:12.159,POINT (174.26945 -41.599774)
quake.2013p545252,2013p545252,2013-07-21T17:50:28.82,178.392,-37.4256,48.5938,2.3355,M,automatic,26,,WEL(GNS_Primary),2013-07-21T17:54:54.11,POINT (178.39202 -37.42556)
quake.2013p545249,2013p545249,2013-07-21T17:49:06.149,174.2693,-41.6167,5.0586,2.2014,M,automatic,24,,WEL(GNS_Primary),2013-07-21T17:51:17.656,POINT (174.26926 -41.61666)
quake.2013p545245,2013p545245,2013-07-21T17:47:13.911,174.4162,-41.5242,10.332,2.7119,M,automatic,54,,WEL(GNS_Primary),2013-07-21T17:50:39.837,POINT (174.41618 -41.524226)
quake.2013p545242,2013p545242,2013-07-21T17:45:23.856,174.2177,-41.6058,17.0703,2.3829,M,automatic,30,,WEL(GNS_Primary),2013-07-21T17:48:54.379,POINT (174.21766 -41.605759)
quake.2013p545239,2013p545239,2013-07-21T17:43:40.812,176.5204,-39.5935,70.2734,1.6291,M,automatic,22,,WEL(GNS_Primary),2013-07-21T17:46:01.12,POINT (176.52044 -39.593482)
quake.2013p545238,2013p545238,2013-07-21T17:43:17.879,174.1533,-41.572,15.0195,2.1593,M,automatic,19,,WEL(GNS_Primary),2013-07-21T17:45:54.501,POINT (174.15331 -41.571959)
quake.2013p545233,2013p545233,2013-07-21T17:40:31.222,174.4218,-41.5175,10.9766,2.4442,M,automatic,42,,WEL(GNS_Primary),2013-07-21T17:42:50.493,POINT (174.42177 -41.51751)
quake.2013p545222,2013p545222,2013-07-21T17:34:22.074,174.234,-41.5996,33.7109,2.1242,M,automatic,18,,WEL(GNS_Primary),2013-07-21T17:36:14.328,POINT (174.234 -41.599566)
quake.2013p545219,2013p545219,2013-07-21T17:33:03.832,174.2831,-41.6327,5.1172,2.0234,M,automatic,14,,WEL(GNS_Primary),2013-07-21T17:34:51.29,POINT (174.28309 -41.632706)
quake.2013p545215,2013p545215,2013-07-21T17:30:47.711,174.8585,-41.5003,27.8516,1.8149,M,automatic,12,,WEL(GNS_Primary),2013-07-21T17:32:50.315,POINT (174.85853 -41.500345)
quake.2013p545211,2013p545211,2013-07-21T17:28:47.395,174.2871,-41.6264,5.0586,2.5355,M,automatic,46,,WEL(GNS_Primary),2013-07-21T17:31:38.333,POINT (174.28711 -41.62636)
quake.2013p545208,2013p545208,2013-07-21T17:26:59.297,174.41,-41.5455,6.7578,1.9128,M,automatic,21,,WEL(GNS_Primary),2013-07-21T17:28:52.377,POINT (174.40999 -41.545521)
quake.2013p545201,2013p545201,2013-07-21T17:23:22.929,174.2893,-41.7372,8.3984,3.3222,M,automatic,81,,WEL(GNS_Primary),2013-07-21T17:27:17.369,POINT (174.28927 -41.737153)
quake.2013p545190,2013p545190,2013-07-21T17:18:18.379,174.3046,-41.6331,7.9883,3.2426,M,automatic,78,,WEL(GNS_Primary),2013-07-21T17:21:57.176,POINT (174.30463 -41.633131)
quake.2013p545185,2013p545185,2013-07-21T17:14:33.479,174.2778,-41.486,5.0586,2.0726,M,automatic,23,,WEL(GNS_Primary),2013-07-21T17:16:31.64,POINT (174.27779 -41.485953)
quake.2013p545179,2013p545179,2013-07-21T17:11:25.072,174.3455,-41.6176,8.5742,2.831,M,automatic,53,,WEL(GNS_Primary),2013-07-21T17:14:52.931,POINT (174.34548 -41.617649)
quake.2013p545174,2013p545174,2013-07-21T17:09:05.049,174.1739,-41.5991,35.7031,1.9863,M,automatic,10,,WEL(GNS_Primary),2013-07-21T17:10:36.305,POINT (174.17393 -41.599051)
quake.2013p545167,2013p545167,2013-07-21T17:05:27.081,174.23,-41.6991,8.0469,2.6143,M,automatic,29,,WEL(GNS_Primary),2013-07-21T17:07:59.913,POINT (174.23001 -41.699129)
quake.2013p545166,2013p545166,2013-07-21T17:04:26.224,174.4013,-41.5313,7.9883,2.2862,M,automatic,32,,WEL(GNS_Primary),2013-07-21T17:06:29.416,POINT (174.40128 -41.531294)
quake.2013p545161,2013p545161,2013-07-21T17:01:55.69,174.2236,-41.5659,20.3516,2.2074,M,automatic,14,,WEL(GNS_Primary),2013-07-21T17:03:49.217,POINT (174.22359 -41.565894)
quake.2013p545158,2013p545158,2013-07-21T17:00:22.572,174.2014,-41.663,5.5273,2.1754,M,automatic,15,,WEL(GNS_Primary),2013-07-21T17:02:28.803,POINT (174.20141 -41.663046)
quake.2013p545155,2013p545155,2013-07-21T16:58:36.425,174.1929,-41.5754,26.0938,2.3297,M,automatic,11,,WEL(GNS_Primary),2013-07-21T17:00:17.311,POINT (174.19288 -41.575417)
quake.2013p545151,2013p545151,2013-07-21T16:56:36.546,173.7301,-42.8016,106.25,3.1012,M,automatic,11,,WEL(GNS_Primary),2013-07-21T16:59:43.997,POINT (173.73011 -42.801616)
quake.2013p545147,2013p545147,2013-07-21T16:54:36.579,174.808,-41.3879,7.6953,3.1219,M,automatic,42,,WEL(GNS_Primary),2013-07-21T16:58:00.185,POINT (174.80799 -41.387945)
quake.2013p545142,2013p545142,2013-07-21T16:52:08.973,174.3948,-41.5442,5.1172,2.1263,M,automatic,14,,WEL(GNS_Primary),2013-07-21T16:54:20.258,POINT (174.39477 -41.544239)
quake.2013p545138,2013p545138,2013-07-21T16:49:54.284,172.7855,-40.8612,142.8125,3.0071,M,automatic,19,,WEL(GNS_Primary),2013-07-21T16:53:08.329,POINT (172.7855 -40.861226)
quake.2013p545137,2013p545137,2013-07-21T16:49:09.629,177.7854,-36.9585,150.3125,2.8268,M,automatic,40,,WEL(GNS_Primary),2013-07-21T16:52:10.431,POINT (177.78541 -36.958512)
quake.2013p545136,2013p545136,2013-07-21T16:48:58.812,174.2058,-41.5712,10.0391,2.2968,M,automatic,14,,WEL(GNS_Primary),2013-07-21T16:52:10.373,POINT (174.20584 -41.571211)
quake.2013p545128,2013p545128,2013-07-21T16:44:29.827,174.5403,-41.4322,153.5938,2.2541,M,automatic,12,,WEL(GNS_Primary),2013-07-21T16:47:54.91,POINT (174.54031 -41.432176)
quake.2013p545122,2013p545122,2013-07-21T16:41:11.748,174.3778,-41.7131,5.1172,3.3429,M,automatic,84,,WEL(GNS_Primary),2013-07-21T16:45:14.108,POINT (174.37781 -41.71306)
quake.2013p545117,2013p545117,2013-07-21T16:38:36.828,174.1582,-41.735,8.3984,3.0485,M,automatic,55,,WEL(GNS_Primary),2013-07-21T16:42:31.289,POINT (174.15822 -41.734975)
quake.2013p545110,2013p545110,2013-07-21T16:35:42.648,174.331,-41.4646,5.0586,2.5501,M,automatic,38,,WEL(GNS_Primary),2013-07-21T16:38:48.583,POINT (174.33096 -41.464581)
quake.2013p545108,2013p545108,2013-07-21T16:33:38.71,174.5582,-40.4068,71.5625,2.8162,M,automatic,15,,WEL(GNS_Primary),2013-07-21T16:36:38.457,POINT (174.55815 -40.406848)
quake.2013p545107,2013p545107,2013-07-21T16:33:11.85,174.2968,-41.7174,13.3203,2.9207,M,automatic,43,,WEL(GNS_Primary),2013-07-21T16:36:20.514,POINT (174.29683 -41.717356)
quake.2013p545103,2013p545103,2013-07-21T16:30:57.272,174.4224,-41.6931,11.3281,2.8009,M,automatic,20,,WEL(GNS_Primary),2013-07-21T16:33:44.408,POINT (174.42243 -41.693101)
quake.2013p545098,2013p545098,2013-07-21T16:28:30.186,174.0923,-41.5879,5.1172,3.246,M,automatic,42,,WEL(GNS_Primary),2013-07-21T16:33:06.694,POINT (174.09233 -41.587892)
quake.2013p545096,2013p545096,2013-07-21T16:27:36.188,174.4004,-41.6428,5.1172,2.8622,M,automatic,26,,WEL(GNS_Primary),2013-07-21T16:29:40.955,POINT (174.40043 -41.642827)
quake.2013p545097,2013p545097,2013-07-21T16:27:31.79,177.0876,-41.2573,20.4688,2.8227,M,automatic,16,,WEL(GNS_Primary),2013-07-21T16:31:09.011,POINT (177.08757 -41.257258)
quake.2013p545091,2013p545091,2013-07-21T16:24:55.477,174.0747,-41.6232,31.3672,2.0773,M,automatic,11,,WEL(GNS_Primary),2013-07-21T16:26:58.149,POINT (174.07466 -41.623243)
quake.2013p545087,2013p545087,2013-07-21T16:22:40.206,174.3869,-41.5509,5.0586,2.8886,M,automatic,26,,WEL(GNS_Primary),2013-07-21T16:25:47.033,POINT (174.38687 -41.550888)
quake.2013p545083,2013p545083,2013-07-21T16:20:34.098,174.4217,-41.5127,13.3789,3.6305,M,reviewed,33,,WEL(GNS_Primary),2013-07-21T19:36:07.576,POINT (174.4217 -41.512712)
quake.2013p545081,2013p545081,2013-07-21T16:19:19.212,174.3217,-41.5696,20.3516,3.6675,M,automatic,51,,WEL(GNS_Primary),2013-07-21T16:23:06.314,POINT (174.3217 -41.569614)
quake.2013p545078,2013p545078,2013-07-21T16:18:09.687,174.3989,-41.8117,5.4688,3.7972,M,automatic,32,,WEL(GNS_Primary),2013-07-21T16:21:36.852,POINT (174.39893 -41.811684)
quake.2013p545074,2013p545074,2013-07-21T16:15:55.582,174.4291,-41.5254,8.8086,2.7344,M,automatic,57,,WEL(GNS_Primary),2013-07-21T16:18:51.589,POINT (174.42909 -41.52544)
quake.2013p545072,2013p545072,2013-07-21T16:14:42.332,173.1221,-41.3386,135.3125,3.2217,M,automatic,14,,WEL(GNS_Primary),2013-07-21T16:17:09.983,POINT (173.12206 -41.338598)
quake.2013p545067,2013p545067,2013-07-21T16:11:54.63,174.2119,-41.6239,7.6953,2.9343,M,automatic,24,,WEL(GNS_Primary),2013-07-21T16:15:00.561,POINT (174.21187 -41.62394)
quake.2013p545065,2013p545065,2013-07-21T16:10:21.78,173.633,-40.9031,8.75,3.5853,M,automatic,19,,WEL(GNS_Primary),2013-07-21T16:14:19.106,POINT (173.63295 -40.903124)
quake.2013p545063,2013p545063,2013-07-21T16:10:05.686,174.3494,-41.6438,13.7891,3.5751,M,automatic,81,,WEL(GNS_Primary),2013-07-21T16:13:56.531,POINT (174.34935 -41.643829)
quake.2013p545059,2013p545059,2013-07-21T16:07:52.813,174.3984,-41.6409,5.0586,3.063,M,automatic,57,,WEL(GNS_Primary),2013-07-21T16:11:20.863,POINT (174.3984 -41.640891)
quake.2013p545056,2013p545056,2013-07-21T16:06:16.054,174.3364,-41.4435,5.0586,2.0919,M,automatic,21,,WEL(GNS_Primary),2013-07-21T16:08:38.633,POINT (174.33637 -41.443471)
quake.2013p545051,2013p545051,2013-07-21T16:03:37.472,174.3012,-41.4787,5.0586,2.0864,M,automatic,17,,WEL(GNS_Primary),2013-07-21T16:05:40.455,POINT (174.30118 -41.478718)
quake.2013p545047,2013p545047,2013-07-21T16:01:35.756,174.5926,-41.4971,15.7812,1.9952,M,automatic,10,,WEL(GNS_Primary),2013-07-21T16:03:10.412,POINT (174.59259 -41.497101)
quake.2013p545045,2013p545045,2013-07-21T15:59:56.98,175.7065,-37.6302,136.25,2.3763,M,automatic,12,,WEL(GNS_Primary),2013-07-21T16:02:55.303,POINT (175.70651 -37.630191)
quake.2013p545042,2013p545042,2013-07-21T15:59:09.471,174.3454,-41.723,5.1172,3.5446,M,automatic,88,,WEL(GNS_Primary),2013-07-21T16:03:36.206,POINT (174.34545 -41.722953)
quake.2013p545038,2013p545038,2013-07-21T15:56:21.067,174.3211,-41.4585,9.3945,2.7549,M,automatic,52,,WEL(GNS_Primary),2013-07-21T15:59:52.341,POINT (174.32109 -41.458451)
quake.2013p545034,2013p545034,2013-07-21T15:54:24.493,174.3765,-41.4269,5.1172,2.0929,M,automatic,21,,WEL(GNS_Primary),2013-07-21T15:56:46.317,POINT (174.37648 -41.426929)
quake.2013p545024,2013p545024,2013-07-21T15:49:01.982,174.3772,-41.564,7.5195,2.8347,M,automatic,42,,WEL(GNS_Primary),2013-07-21T15:52:05.93,POINT (174.37725 -41.56395)
quake.2013p545020,2013p545020,2013-07-21T15:46:58.177,174.365,-41.5632,5.0586,2.82,M,automatic,22,,WEL(GNS_Primary),2013-07-21T15:50:11.669,POINT (174.36503 -41.563174)
quake.2013p545018,2013p545018,2013-07-21T15:45:56.435,174.291,-41.6104,8.8672,2.8858,M,automatic,47,,WEL(GNS_Primary),2013-07-21T15:49:37.41,POINT (174.29101 -41.610418)
quake.2013p545012,2013p545012,2013-07-21T15:42:29.004,174.3213,-41.6563,5.1172,2.6312,M,automatic,32,,WEL(GNS_Primary),2013-07-21T15:46:19.059,POINT (174.32127 -41.656349)
quake.2013p545008,2013p545008,2013-07-21T15:40:31.7,174.2927,-41.4789,5.0586,2.6439,M,automatic,29,,WEL(GNS_Primary),2013-07-21T15:43:35.834,POINT (174.29269 -41.478884)
quake.2013p545005,2013p545005,2013-07-21T15:38:57.218,174.3141,-41.6003,13.0859,3.0253,M,automatic,61,,WEL(GNS_Primary),2013-07-21T15:42:38.243,POINT (174.3141 -41.600253)
quake.2013p545000,2013p545000,2013-07-21T15:36:16.597,174.3293,-41.4758,5.0586,2.875,M,automatic,36,,WEL(GNS_Primary),2013-07-21T15:39:30.173,POINT (174.32932 -41.475793)
quake.2013p544996,2013p544996,2013-07-21T15:34:41.011,174.8008,-41.5499,20.4688,3.4252,M,automatic,35,,WEL(GNS_Primary),2013-07-21T15:38:08.122,POINT (174.8008 -41.549932)
quake.2013p544994,2013p544994,2013-07-21T15:32:49.414,174.3247,-41.4546,5.1172,3.2831,M,automatic,62,,WEL(GNS_Primary),2013-07-21T15:36:38.918,POINT (174.32474 -41.454597)
quake.2013p544986,2013p544986,2013-07-21T15:29:05.793,174.5717,-41.4706,8.9844,3.1201,M,automatic,15,,WEL(GNS_Primary),2013-07-21T15:31:57.344,POINT (174.57174 -41.470633)
quake.2013p544981,2013p544981,2013-07-21T15:26:32.566,174.319,-41.6196,10.0391,3.9079,M,reviewed,14,,WEL(GNS_Primary),2013-07-21T15:46:56.342,POINT (174.31897 -41.619581)
quake.2013p544974,2013p544974,2013-07-21T15:22:13.004,174.2916,-41.4551,10.2148,4.8464,M,reviewed,33,,WEL(GNS_Primary),2013-07-21T15:35:58.741,POINT (174.29158 -41.455079)
quake.2013p544970,2013p544970,2013-07-21T15:20:06.464,174.3038,-41.4715,8.1641,2.8885,M,automatic,17,,WEL(GNS_Primary),2013-07-21T15:22:04.952,POINT (174.30378 -41.471496)
quake.2013p544966,2013p544966,2013-07-21T15:17:57.795,174.3142,-41.4426,5.1172,3.5244,M,automatic,27,,WEL(GNS_Primary),2013-07-21T15:21:22.668,POINT (174.31419 -41.442608)
quake.2013p544960,2013p544960,2013-07-21T15:15:11.79,174.2992,-41.4503,9.9805,4.9058,M,reviewed,27,,WEL(GNS_Primary),2013-07-22T01:25:13.029,POINT (174.29921 -41.450299)
quake.2013p544957,2013p544957,2013-07-21T15:13:34.619,174.3197,-41.5935,9.9805,3.9808,M,reviewed,26,,WEL(GNS_Primary),2013-07-21T15:23:20.106,POINT (174.31972 -41.593537)
quake.2013p544955,2013p544955,2013-07-21T15:12:27.044,174.3946,-41.4083,5.1172,3.5007,M,automatic,35,,WEL(GNS_Primary),2013-07-21T15:15:46.568,POINT (174.39458 -41.408278)
quake.2013p544951,2013p544951,2013-07-21T15:10:08.656,174.323,-41.6024,5.0586,3.3072,M,automatic,73,,WEL(GNS_Primary),2013-07-21T15:13:59.22,POINT (174.32304 -41.602393)
quake.2013p544948,2013p544948,2013-07-21T15:08:43.137,174.3114,-41.6081,5.2344,2.2054,M,automatic,22,,WEL(GNS_Primary),2013-07-21T15:11:05.916,POINT (174.31141 -41.608098)
quake.2013p544944,2013p544944,2013-07-21T15:06:21.679,174.3197,-41.5935,5.0586,2.6388,M,automatic,36,,WEL(GNS_Primary),2013-07-21T15:09:08.599,POINT (174.31972 -41.593537)
quake.2013p544938,2013p544938,2013-07-21T15:03:03.756,174.474,-41.5933,13.7891,2.1784,M,automatic,14,,WEL(GNS_Primary),2013-07-21T15:06:18.571,POINT (174.47397 -41.593277)
quake.2013p544932,2013p544932,2013-07-21T15:00:00.61,174.2752,-41.4673,9.8047,2.521,M,automatic,22,,WEL(GNS_Primary),2013-07-21T15:02:30.74,POINT (174.27515 -41.467316)
quake.2013p544922,2013p544922,2013-07-21T14:55:15.55,174.1468,-41.6156,11.8555,3.7996,M,automatic,23,,WEL(GNS_Primary),2013-07-21T14:58:43.789,POINT (174.14678 -41.615561)
quake.2013p544917,2013p544917,2013-07-21T14:52:05.12,174.271,-41.615,9.6289,3.3431,M,automatic,73,,WEL(GNS_Primary),2013-07-21T14:56:10.138,POINT (174.27104 -41.615044)
quake.2013p544911,2013p544911,2013-07-21T14:49:45.421,174.438,-41.5222,5.1172,2.4574,M,automatic,35,,WEL(GNS_Primary),2013-07-21T14:52:29.787,POINT (174.43804 -41.522159)
quake.2013p544899,2013p544899,2013-07-21T14:42:48.544,176.1534,-37.7958,306.4062,2.7466,M,automatic,51,,WEL(GNS_Primary),2013-07-21T14:47:22.124,POINT (176.15335 -37.795795)
quake.2013p544898,2013p544898,2013-07-21T14:41:59.405,174.4067,-41.5258,11.7969,2.3885,M,automatic,28,,WEL(GNS_Primary),2013-07-21T14:44:02.576,POINT (174.4067 -41.525824)
quake.2013p544896,2013p544896,2013-07-21T14:40:57.666,173.9769,-41.6975,50.9375,2.2926,M,automatic,12,,WEL(GNS_Primary),2013-07-21T14:43:28.568,POINT (173.97692 -41.697537)
quake.2013p544891,2013p544891,2013-07-21T14:38:33.617,174.648,-41.6818,5.1172,3.6316,M,automatic,71,,WEL(GNS_Primary),2013-07-21T14:42:39.001,POINT (174.648 -41.681793)
quake.2013p544889,2013p544889,2013-07-21T14:36:53.469,174.3262,-41.5072,5.1172,2.7285,M,automatic,23,,WEL(GNS_Primary),2013-07-21T14:39:29.22,POINT (174.32625 -41.50719)
quake.2013p544884,2013p544884,2013-07-21T14:34:54.945,174.6466,-41.4858,5.1172,3.2292,M,automatic,45,,WEL(GNS_Primary),2013-07-21T14:38:31.34,POINT (174.64655 -41.485763)
quake.2013p544878,2013p544878,2013-07-21T14:31:31.955,174.3268,-41.6081,5.1172,2.0668,M,automatic,15,,WEL(GNS_Primary),2013-07-21T14:34:01.271,POINT (174.32682 -41.608134)
quake.2013p544870,2013p544870,2013-07-21T14:27:35.191,173.9817,-41.5041,65.9375,2.4631,M,automatic,11,,WEL(GNS_Primary),2013-07-21T14:29:48.782,POINT (173.98173 -41.504134)
quake.2013p544865,2013p544865,2013-07-21T14:24:31.716,174.2981,-41.6148,21.9922,3.8233,M,reviewed,39,,WEL(GNS_Primary),2013-07-21T19:26:43.58,POINT (174.29808 -41.614796)
quake.2013p544861,2013p544861,2013-07-21T14:23:00.554,174.3871,-41.8289,42.2656,2.701,M,automatic,26,,WEL(GNS_Primary),2013-07-21T14:25:55.589,POINT (174.38713 -41.828854)
quake.2013p544850,2013p544850,2013-07-21T14:16:25.537,174.4155,-41.5551,10.332,3.1579,M,automatic,74,,WEL(GNS_Primary),2013-07-21T14:20:06.615,POINT (174.41554 -41.555068)
quake.2013p544846,2013p544846,2013-07-21T14:14:04.613,174.389,-41.5522,5.0586,2.3782,M,automatic,31,,WEL(GNS_Primary),2013-07-21T14:16:09.697,POINT (174.38899 -41.552201)
quake.2013p544842,2013p544842,2013-07-21T14:12:14.725,174.4208,-41.466,5.0586,2.4894,M,automatic,33,,WEL(GNS_Primary),2013-07-21T14:14:18.604,POINT (174.4208 -41.465977)
quake.2013p544839,2013p544839,2013-07-21T14:10:14.39,174.2789,-41.609,6.3477,2.5409,M,automatic,38,,WEL(GNS_Primary),2013-07-21T14:12:27.876,POINT (174.27888 -41.609018)
quake.2013p544836,2013p544836,2013-07-21T14:08:39.355,174.4302,-41.5288,5.0586,2.438,M,automatic,40,,WEL(GNS_Primary),2013-07-21T14:10:50.701,POINT (174.43015 -41.528808)
quake.2013p544832,2013p544832,2013-07-21T14:06:56.355,174.2513,-41.545,17.0703,2.1279,M,automatic,14,,WEL(GNS_Primary),2013-07-21T14:09:24.565,POINT (174.25134 -41.545023)
quake.2013p544827,2013p544827,2013-07-21T14:04:08.638,174.326,-41.577,11.7383,2.869,M,automatic,58,,WEL(GNS_Primary),2013-07-21T14:07:55.324,POINT (174.326 -41.577039)
quake.2013p544824,2013p544824,2013-07-21T14:02:41.65,174.5719,-41.8464,5.1172,2.2631,M,automatic,14,,WEL(GNS_Primary),2013-07-21T14:04:31.455,POINT (174.5719 -41.84636)
quake.2013p544822,2013p544822,2013-07-21T14:01:42.247,174.2695,-41.4638,10.0391,2.1102,M,automatic,19,,WEL(GNS_Primary),2013-07-21T14:03:59.092,POINT (174.26951 -41.463813)
quake.2013p544819,2013p544819,2013-07-21T13:59:38.823,174.2896,-41.5993,5.0586,2.1958,M,automatic,18,,WEL(GNS_Primary),2013-07-21T14:01:38.093,POINT (174.28956 -41.599323)
quake.2013p544814,2013p544814,2013-07-21T13:57:17.305,174.4311,-41.4744,14.0234,2.6529,M,automatic,26,,WEL(GNS_Primary),2013-07-21T13:59:07.99,POINT (174.43112 -41.474413)
quake.2013p544809,2013p544809,2013-07-21T13:54:24.375,174.2669,-41.622,5.0586,3.636,M,automatic,67,,WEL(GNS_Primary),2013-07-21T13:58:17.677,POINT (174.26693 -41.622013)
quake.2013p544804,2013p544804,2013-07-21T13:51:38.37,175.179,-40.7523,32.1875,3.3108,M,automatic,17,,WEL(GNS_Primary),2013-07-21T13:54:42.425,POINT (175.17896 -40.752279)
quake.2013p544803,2013p544803,2013-07-21T13:51:12.112,174.2711,-41.6096,12.793,3.723,M,automatic,56,,WEL(GNS_Primary),2013-07-21T13:54:53.063,POINT (174.27107 -41.609623)
quake.2013p544800,2013p544800,2013-07-21T13:49:57.587,174.3083,-41.4825,5.1172,3.5769,M,automatic,75,,WEL(GNS_Primary),2013-07-21T13:53:46.868,POINT (174.30832 -41.482473)
quake.2013p544795,2013p544795,2013-07-21T13:47:10.077,174.2801,-41.6322,11.3281,2.6927,M,automatic,42,,WEL(GNS_Primary),2013-07-21T13:49:57.9,POINT (174.28008 -41.632201)
quake.2013p544791,2013p544791,2013-07-21T13:44:47.811,174.3158,-41.7148,5.0586,2.5255,M,automatic,29,,WEL(GNS_Primary),2013-07-21T13:47:45.378,POINT (174.31575 -41.714783)
