Time,Browser,OS
2014-08-01T00:29:10.000Z,Safari,OSX
2014-08-01T00:29:10.000Z,IE,Windows
2014-08-01T00:29:11.000Z,Firefox,OSX
2014-08-01T00:29:11.000Z,Firefox,Windows
2014-08-01T00:29:11.000Z,Firefox,Linux
2014-08-01T00:29:11.000Z,Chrome,Windows
2014-08-01T00:29:11.000Z,Chrome,OSX
2014-08-01T00:29:11.000Z,Safari,OSX
2014-08-01T00:29:11.000Z,IE,Windows
2014-08-01T00:29:12.000Z,Firefox,OSX
2014-08-01T00:29:12.000Z,Firefox,Windows
2014-08-01T00:29:12.000Z,Firefox,Linux
2014-08-01T00:29:12.000Z,Chrome,Windows
2014-08-01T00:29:12.000Z,Chrome,OSX
2014-08-01T00:29:12.000Z,Safari,OSX
2014-08-01T00:29:12.000Z,IE,Windows
2014-08-01T00:29:13.000Z,Firefox,OSX
2014-08-01T00:29:13.000Z,Firefox,Windows
2014-08-01T00:29:13.000Z,Firefox,Linux
2014-08-01T00:29:13.000Z,Chrome,Windows
2014-08-01T00:29:13.000Z,Chrome,OSX
2014-08-01T00:29:13.000Z,Safari,OSX
2014-08-01T00:29:13.000Z,IE,Windows
2014-08-01T00:29:14.000Z,Firefox,OSX
2014-08-01T00:29:14.000Z,Firefox,Windows
2014-08-01T00:29:14.000Z,Firefox,Linux
2014-08-01T00:29:14.000Z,Chrome,Windows
2014-08-01T00:29:14.000Z,Chrome,OSX
2014-08-01T00:29:14.000Z,Safari,OSX
2014-08-01T00:29:14.000Z,IE,Windows
2014-08-01T00:29:15.000Z,Firefox,OSX
2014-08-01T00:29:15.000Z,Firefox,Windows
2014-08-01T00:29:15.000Z,Firefox,Linux
2014-08-01T00:29:15.000Z,Chrome,Windows
2014-08-01T00:29:15.000Z,Chrome,OSX
2014-08-01T00:29:15.000Z,Safari,OSX
2014-08-01T00:29:15.000Z,IE,Windows
2014-08-01T00:29:16.000Z,Firefox,OSX
2014-08-01T00:29:16.000Z,Firefox,Windows
2014-08-01T00:29:16.000Z,Firefox,Linux
2014-08-01T00:29:16.000Z,Chrome,Windows
2014-08-01T00:29:16.000Z,Chrome,OSX
2014-08-01T00:29:16.000Z,Safari,OSX
2014-08-01T00:29:16.000Z,IE,Windows
2014-08-01T00:29:17.000Z,Firefox,OSX
2014-08-01T00:29:17.000Z,Firefox,Windows
2014-08-01T00:29:17.000Z,Firefox,Linux
2014-08-01T00:29:17.000Z,Chrome,Windows
2014-08-01T00:29:17.000Z,Chrome,OSX
2014-08-01T00:29:17.000Z,Safari,OSX
2014-08-01T00:29:17.000Z,IE,Windows
2014-08-01T00:29:18.000Z,Firefox,OSX
2014-08-01T00:29:18.000Z,Firefox,Windows
2014-08-01T00:29:18.000Z,Firefox,Linux
2014-08-01T00:29:18.000Z,Chrome,Windows
2014-08-01T00:29:18.000Z,Chrome,OSX
2014-08-01T00:29:18.000Z,Safari,OSX
2014-08-01T00:29:18.000Z,IE,Windows
2014-08-01T00:29:19.000Z,Firefox,OSX
2014-08-01T00:29:19.000Z,Firefox,Windows
2014-08-01T00:29:19.000Z,Firefox,Linux
2014-08-01T00:29:19.000Z,Chrome,Windows
2014-08-01T00:29:19.000Z,Chrome,OSX
2014-08-01T00:29:19.000Z,Safari,OSX
2014-08-01T00:29:19.000Z,IE,Windows
2014-08-01T00:29:20.000Z,Firefox,OSX
2014-08-01T00:29:20.000Z,Firefox,Windows
2014-08-01T00:29:20.000Z,Firefox,Linux
2014-08-01T00:29:20.000Z,Chrome,Windows
2014-08-01T00:29:20.000Z,Chrome,OSX
2014-08-01T00:29:20.000Z,Safari,OSX
2014-08-01T00:29:20.000Z,IE,Windows
2014-08-01T00:29:21.000Z,Firefox,OSX
2014-08-01T00:29:21.000Z,Firefox,Windows
2014-08-01T00:29:21.000Z,Firefox,Linux
2014-08-01T00:29:21.000Z,Chrome,Windows
2014-08-01T00:29:21.000Z,Chrome,OSX
2014-08-01T00:29:21.000Z,Safari,OSX
2014-08-01T00:29:21.000Z,IE,Windows
2014-08-01T00:29:22.000Z,Firefox,OSX
2014-08-01T00:29:22.000Z,Firefox,Windows
2014-08-01T00:29:22.000Z,Firefox,Linux
2014-08-01T00:29:22.000Z,Chrome,Windows
2014-08-01T00:29:22.000Z,Chrome,OSX
2014-08-01T00:29:22.000Z,Safari,OSX
2014-08-01T00:29:22.000Z,IE,Windows
2014-08-01T00:29:23.000Z,Firefox,OSX
2014-08-01T00:29:23.000Z,Firefox,Windows
2014-08-01T00:29:23.000Z,Firefox,Linux
2014-08-01T00:29:23.000Z,Chrome,Windows
2014-08-01T00:29:23.000Z,Chrome,OSX
2014-08-01T00:29:23.000Z,Safari,OSX
2014-08-01T00:29:23.000Z,IE,Windows
2014-08-01T00:29:24.000Z,Firefox,OSX
2014-08-01T00:29:24.000Z,Firefox,Windows
2014-08-01T00:29:24.000Z,Firefox,Linux
2014-08-01T00:29:24.000Z,Chrome,Windows
2014-08-01T00:29:24.000Z,Chrome,OSX
2014-08-01T00:29:24.000Z,Safari,OSX
2014-08-01T00:29:24.000Z,IE,Windows
2014-08-01T00:29:25.000Z,Firefox,OSX
2014-08-01T00:29:25.000Z,Firefox,Windows
2014-08-01T00:29:25.000Z,Firefox,Linux
2014-08-01T00:29:25.000Z,Chrome,Windows
2014-08-01T00:29:25.000Z,Chrome,OSX
2014-08-01T00:29:25.000Z,Safari,OSX
2014-08-01T00:29:25.000Z,IE,Windows
2014-08-01T00:29:26.000Z,Firefox,OSX
2014-08-01T00:29:26.000Z,Firefox,Windows
2014-08-01T00:29:26.000Z,Firefox,Linux
2014-08-01T00:29:26.000Z,Chrome,Windows
2014-08-01T00:29:26.000Z,Chrome,OSX
2014-08-01T00:29:26.000Z,Safari,OSX
2014-08-01T00:29:26.000Z,IE,Windows
2014-08-01T00:29:27.000Z,Firefox,OSX
2014-08-01T00:29:27.000Z,Firefox,Windows
2014-08-01T00:29:27.000Z,Firefox,Linux
2014-08-01T00:29:27.000Z,Chrome,Windows
2014-08-01T00:29:27.000Z,Chrome,OSX
2014-08-01T00:29:27.000Z,Safari,OSX
2014-08-01T00:29:27.000Z,IE,Windows
2014-08-01T00:29:28.000Z,Firefox,OSX
2014-08-01T00:29:28.000Z,Firefox,Windows
2014-08-01T00:29:28.000Z,Firefox,Linux
2014-08-01T00:29:28.000Z,Chrome,Windows
2014-08-01T00:29:28.000Z,Chrome,OSX
2014-08-01T00:29:28.000Z,Safari,OSX
2014-08-01T00:29:28.000Z,IE,Windows
2014-08-01T00:29:29.000Z,Firefox,OSX
2014-08-01T00:29:29.000Z,Firefox,Windows
2014-08-01T00:29:29.000Z,Firefox,Linux
2014-08-01T00:29:29.000Z,Chrome,Windows
2014-08-01T00:29:29.000Z,Chrome,OSX
2014-08-01T00:29:29.000Z,Safari,OSX
2014-08-01T00:29:29.000Z,IE,Windows
2014-08-01T00:29:30.000Z,Firefox,OSX
2014-08-01T00:29:30.000Z,Firefox,Windows
2014-08-01T00:29:30.000Z,Firefox,Linux
2014-08-01T00:29:30.000Z,Chrome,Windows
2014-08-01T00:29:30.000Z,Chrome,OSX
2014-08-01T00:29:30.000Z,Safari,OSX
2014-08-01T00:29:30.000Z,IE,Windows
2014-08-01T00:29:31.000Z,Firefox,OSX
2014-08-01T00:29:31.000Z,Firefox,Windows
2014-08-01T00:29:31.000Z,Firefox,Linux
2014-08-01T00:29:31.000Z,Chrome,Windows
2014-08-01T00:29:31.000Z,Chrome,OSX
2014-08-01T00:29:31.000Z,Safari,OSX
2014-08-01T00:29:31.000Z,IE,Windows
2014-08-01T00:29:32.000Z,Firefox,OSX
2014-08-01T00:29:32.000Z,Firefox,Windows
2014-08-01T00:29:32.000Z,Firefox,Linux
2014-08-01T00:29:32.000Z,Chrome,Windows
2014-08-01T00:29:32.000Z,Chrome,OSX
2014-08-01T00:29:32.000Z,Safari,OSX
2014-08-01T00:29:32.000Z,IE,Windows
2014-08-01T00:29:33.000Z,Firefox,OSX
2014-08-01T00:29:33.000Z,Firefox,Windows
2014-08-01T00:29:33.000Z,Firefox,Linux
2014-08-01T00:29:33.000Z,Chrome,Windows
2014-08-01T00:29:33.000Z,Chrome,OSX
2014-08-01T00:29:33.000Z,Safari,OSX
2014-08-01T00:29:33.000Z,IE,Windows
2014-08-01T00:29:34.000Z,Firefox,OSX
2014-08-01T00:29:34.000Z,Firefox,Windows
2014-08-01T00:29:34.000Z,Firefox,Linux
2014-08-01T00:29:34.000Z,Chrome,Windows
2014-08-01T00:29:34.000Z,Chrome,OSX
2014-08-01T00:29:34.000Z,Safari,OSX
2014-08-01T00:29:34.000Z,IE,Windows
2014-08-01T00:29:35.000Z,Firefox,OSX
2014-08-01T00:29:35.000Z,Firefox,Windows
2014-08-01T00:29:35.000Z,Firefox,Linux
2014-08-01T00:29:35.000Z,Chrome,Windows
2014-08-01T00:29:35.000Z,Chrome,OSX
2014-08-01T00:29:35.000Z,Safari,OSX
2014-08-01T00:29:35.000Z,IE,Windows
2014-08-01T00:29:36.000Z,Firefox,OSX
2014-08-01T00:29:36.000Z,Firefox,Windows
2014-08-01T00:29:36.000Z,Firefox,Linux
2014-08-01T00:29:36.000Z,Chrome,Windows
2014-08-01T00:29:36.000Z,Chrome,OSX
2014-08-01T00:29:36.000Z,Safari,OSX
2014-08-01T00:29:36.000Z,IE,Windows
2014-08-01T00:29:37.000Z,Firefox,OSX
2014-08-01T00:29:37.000Z,Firefox,Windows
2014-08-01T00:29:37.000Z,Firefox,Linux
2014-08-01T00:29:37.000Z,Chrome,Windows
2014-08-01T00:29:37.000Z,Chrome,OSX
2014-08-01T00:29:37.000Z,Safari,OSX
2014-08-01T00:29:37.000Z,IE,Windows
2014-08-01T00:29:38.000Z,Firefox,OSX
2014-08-01T00:29:38.000Z,Firefox,Windows
2014-08-01T00:29:38.000Z,Firefox,Linux
2014-08-01T00:29:38.000Z,Chrome,Windows
2014-08-01T00:29:38.000Z,Chrome,OSX
2014-08-01T00:29:38.000Z,Safari,OSX
2014-08-01T00:29:38.000Z,IE,Windows
2014-08-01T00:29:39.000Z,Firefox,OSX
2014-08-01T00:29:39.000Z,Firefox,Windows
2014-08-01T00:29:39.000Z,Firefox,Linux
2014-08-01T00:29:39.000Z,Chrome,Windows
2014-08-01T00:29:39.000Z,Chrome,OSX
2014-08-01T00:29:39.000Z,Safari,OSX
2014-08-01T00:29:39.000Z,IE,Windows
2014-08-01T00:29:40.000Z,Firefox,OSX
2014-08-01T00:29:40.000Z,Firefox,Windows
2014-08-01T00:29:40.000Z,Firefox,Linux
2014-08-01T00:29:40.000Z,Chrome,Windows
2014-08-01T00:29:40.000Z,Chrome,OSX
2014-08-01T00:29:40.000Z,Safari,OSX
2014-08-01T00:29:40.000Z,IE,Windows
2014-08-01T00:29:41.000Z,Firefox,OSX
2014-08-01T00:29:41.000Z,Firefox,Windows
2014-08-01T00:29:41.000Z,Firefox,Linux
2014-08-01T00:29:41.000Z,Chrome,Windows
2014-08-01T00:29:41.000Z,Chrome,OSX
2014-08-01T00:29:41.000Z,Safari,OSX
2014-08-01T00:29:41.000Z,IE,Windows
2014-08-01T00:29:42.000Z,Firefox,OSX
2014-08-01T00:29:42.000Z,Firefox,Windows
2014-08-01T00:29:42.000Z,Firefox,Linux
2014-08-01T00:29:42.000Z,Chrome,Windows
2014-08-01T00:29:42.000Z,Chrome,OSX
2014-08-01T00:29:42.000Z,Safari,OSX
2014-08-01T00:29:42.000Z,IE,Windows
2014-08-01T00:29:43.000Z,Firefox,OSX
2014-08-01T00:29:43.000Z,Firefox,Windows
2014-08-01T00:29:43.000Z,Firefox,Linux
2014-08-01T00:29:43.000Z,Chrome,Windows
2014-08-01T00:29:43.000Z,Chrome,OSX
2014-08-01T00:29:43.000Z,Safari,OSX
2014-08-01T00:29:43.000Z,IE,Windows
2014-08-01T00:29:44.000Z,Firefox,OSX
2014-08-01T00:29:44.000Z,Firefox,Windows
2014-08-01T00:29:44.000Z,Firefox,Linux
2014-08-01T00:29:44.000Z,Chrome,Windows
2014-08-01T00:29:44.000Z,Chrome,OSX
2014-08-01T00:29:44.000Z,Safari,OSX
2014-08-01T00:29:44.000Z,IE,Windows
2014-08-01T00:29:45.000Z,Firefox,OSX
2014-08-01T00:29:45.000Z,Firefox,Windows
2014-08-01T00:29:45.000Z,Firefox,Linux
2014-08-01T00:29:45.000Z,Chrome,Windows
2014-08-01T00:29:45.000Z,Chrome,OSX
2014-08-01T00:29:45.000Z,Safari,OSX
2014-08-01T00:29:45.000Z,IE,Windows
2014-08-01T00:29:46.000Z,Firefox,OSX
2014-08-01T00:29:46.000Z,Firefox,Windows
2014-08-01T00:29:46.000Z,Firefox,Linux
2014-08-01T00:29:46.000Z,Chrome,Windows
2014-08-01T00:29:46.000Z,Chrome,OSX
2014-08-01T00:29:46.000Z,Safari,OSX
2014-08-01T00:29:46.000Z,IE,Windows
2014-08-01T00:29:47.000Z,Firefox,OSX
2014-08-01T00:29:47.000Z,Firefox,Windows
2014-08-01T00:29:47.000Z,Firefox,Linux
2014-08-01T00:29:47.000Z,Chrome,Windows
2014-08-01T00:29:47.000Z,Chrome,OSX
2014-08-01T00:29:47.000Z,Safari,OSX
2014-08-01T00:29:47.000Z,IE,Windows
2014-08-01T00:29:48.000Z,Firefox,OSX
2014-08-01T00:29:48.000Z,Firefox,Windows
2014-08-01T00:29:48.000Z,Firefox,Linux
2014-08-01T00:29:48.000Z,Chrome,Windows
2014-08-01T00:29:48.000Z,Chrome,OSX
2014-08-01T00:29:48.000Z,Safari,OSX
2014-08-01T00:29:48.000Z,IE,Windows
2014-08-01T00:29:49.000Z,Firefox,OSX
2014-08-01T00:29:49.000Z,Firefox,Windows
2014-08-01T00:29:49.000Z,Firefox,Linux
2014-08-01T00:29:49.000Z,Chrome,Windows
2014-08-01T00:29:49.000Z,Chrome,OSX
2014-08-01T00:29:49.000Z,Safari,OSX
2014-08-01T00:29:49.000Z,IE,Windows
2014-08-01T00:29:50.000Z,Firefox,OSX
2014-08-01T00:29:50.000Z,Firefox,Windows
2014-08-01T00:29:50.000Z,Firefox,Linux
2014-08-01T00:29:50.000Z,Chrome,Windows
2014-08-01T00:29:50.000Z,Chrome,OSX
2014-08-01T00:29:50.000Z,Safari,OSX
2014-08-01T00:29:50.000Z,IE,Windows
2014-08-01T00:29:51.000Z,Firefox,OSX
2014-08-01T00:29:51.000Z,Firefox,Windows
2014-08-01T00:29:51.000Z,Firefox,Linux
2014-08-01T00:29:51.000Z,Chrome,Windows
2014-08-01T00:29:51.000Z,Chrome,OSX
2014-08-01T00:29:51.000Z,Safari,OSX
2014-08-01T00:29:51.000Z,IE,Windows
2014-08-01T00:29:52.000Z,Firefox,OSX
2014-08-01T00:29:52.000Z,Firefox,Windows
2014-08-01T00:29:52.000Z,Firefox,Linux
2014-08-01T00:29:52.000Z,Chrome,Windows
2014-08-01T00:29:52.000Z,Chrome,OSX
2014-08-01T00:29:52.000Z,Safari,OSX
2014-08-01T00:29:52.000Z,IE,Windows
2014-08-01T00:29:53.000Z,Firefox,OSX
2014-08-01T00:29:53.000Z,Firefox,Windows
2014-08-01T00:29:53.000Z,Firefox,Linux
2014-08-01T00:29:53.000Z,Chrome,Windows
2014-08-01T00:29:53.000Z,Chrome,OSX
2014-08-01T00:29:53.000Z,Safari,OSX
2014-08-01T00:29:53.000Z,IE,Windows
2014-08-01T00:29:54.000Z,Firefox,OSX
2014-08-01T00:29:54.000Z,Firefox,Windows
2014-08-01T00:29:54.000Z,Firefox,Linux
2014-08-01T00:29:54.000Z,Chrome,Windows
2014-08-01T00:29:54.000Z,Chrome,OSX
2014-08-01T00:29:54.000Z,Safari,OSX
2014-08-01T00:29:54.000Z,IE,Windows
2014-08-01T00:29:55.000Z,Firefox,OSX
2014-08-01T00:29:55.000Z,Firefox,Windows
2014-08-01T00:29:55.000Z,Firefox,Linux
2014-08-01T00:29:55.000Z,Chrome,Windows
2014-08-01T00:29:55.000Z,Chrome,OSX
2014-08-01T00:29:55.000Z,Safari,OSX
2014-08-01T00:29:55.000Z,IE,Windows
2014-08-01T00:29:56.000Z,Firefox,OSX
2014-08-01T00:29:56.000Z,Firefox,Windows
2014-08-01T00:29:56.000Z,Firefox,Linux
2014-08-01T00:29:56.000Z,Chrome,Windows
2014-08-01T00:29:56.000Z,Chrome,OSX
2014-08-01T00:29:56.000Z,Safari,OSX
2014-08-01T00:29:56.000Z,IE,Windows
2014-08-01T00:29:57.000Z,Firefox,OSX
2014-08-01T00:29:57.000Z,Firefox,Windows
2014-08-01T00:29:57.000Z,Firefox,Linux
2014-08-01T00:29:57.000Z,Chrome,Windows
2014-08-01T00:29:57.000Z,Chrome,OSX
2014-08-01T00:29:57.000Z,Safari,OSX
2014-08-01T00:29:57.000Z,IE,Windows
2014-08-01T00:29:58.000Z,Firefox,OSX
2014-08-01T00:29:58.000Z,Firefox,Windows
2014-08-01T00:29:58.000Z,Firefox,Linux
2014-08-01T00:29:58.000Z,Chrome,Windows
2014-08-01T00:29:58.000Z,Chrome,OSX
2014-08-01T00:29:58.000Z,Safari,OSX
2014-08-01T00:29:58.000Z,IE,Windows
2014-08-01T00:29:59.000Z,Firefox,OSX
2014-08-01T00:29:59.000Z,Firefox,Windows
2014-08-01T00:29:59.000Z,Firefox,Linux
2014-08-01T00:29:59.000Z,Chrome,Windows
2014-08-01T00:29:59.000Z,Chrome,OSX
2014-08-01T00:29:59.000Z,Safari,OSX
2014-08-01T00:29:59.000Z,IE,Windows
2014-08-01T00:30:10.000Z,Firefox,OSX
2014-08-01T00:30:10.000Z,Firefox,Windows
2014-08-01T00:30:10.000Z,Firefox,Linux
2014-08-01T00:30:10.000Z,Chrome,Windows
2014-08-01T00:30:10.000Z,Chrome,OSX
2014-08-01T00:30:10.000Z,Safari,OSX
2014-08-01T00:30:10.000Z,IE,Windows
2014-08-01T00:30:11.000Z,Firefox,OSX
2014-08-01T00:30:11.000Z,Firefox,Windows
2014-08-01T00:30:11.000Z,Firefox,Linux
2014-08-01T00:30:11.000Z,Chrome,Windows
2014-08-01T00:30:11.000Z,Chrome,OSX
2014-08-01T00:30:11.000Z,Safari,OSX
2014-08-01T00:30:11.000Z,IE,Windows
2014-08-01T00:30:12.000Z,Firefox,OSX
2014-08-01T00:30:12.000Z,Firefox,Windows
2014-08-01T00:30:12.000Z,Firefox,Linux
2014-08-01T00:30:12.000Z,Chrome,Windows
2014-08-01T00:30:12.000Z,Chrome,OSX
2014-08-01T00:30:12.000Z,Safari,OSX
2014-08-01T00:30:12.000Z,IE,Windows
2014-08-01T00:30:13.000Z,Firefox,OSX
2014-08-01T00:30:13.000Z,Firefox,Windows
2014-08-01T00:30:13.000Z,Firefox,Linux
2014-08-01T00:30:13.000Z,Chrome,Windows
2014-08-01T00:30:13.000Z,Chrome,OSX
2014-08-01T00:30:13.000Z,Safari,OSX
2014-08-01T00:30:13.000Z,IE,Windows
2014-08-01T00:30:14.000Z,Firefox,OSX
2014-08-01T00:30:14.000Z,Firefox,Windows
2014-08-01T00:30:14.000Z,Firefox,Linux
2014-08-01T00:30:14.000Z,Chrome,Windows
2014-08-01T00:30:14.000Z,Chrome,OSX
2014-08-01T00:30:14.000Z,Safari,OSX
2014-08-01T00:30:14.000Z,IE,Windows
2014-08-01T00:30:15.000Z,Firefox,OSX
2014-08-01T00:30:15.000Z,Firefox,Windows
2014-08-01T00:30:15.000Z,Firefox,Linux
2014-08-01T00:30:15.000Z,Chrome,Windows
2014-08-01T00:30:15.000Z,Chrome,OSX
2014-08-01T00:30:15.000Z,Safari,OSX
2014-08-01T00:30:15.000Z,IE,Windows
2014-08-01T00:30:16.000Z,Firefox,OSX
2014-08-01T00:30:16.000Z,Firefox,Windows
2014-08-01T00:30:16.000Z,Firefox,Linux
2014-08-01T00:30:16.000Z,Chrome,Windows
2014-08-01T00:30:16.000Z,Chrome,OSX
2014-08-01T00:30:16.000Z,Safari,OSX
2014-08-01T00:30:16.000Z,IE,Windows
2014-08-01T00:30:17.000Z,Firefox,OSX
2014-08-01T00:30:17.000Z,Firefox,Windows
2014-08-01T00:30:17.000Z,Firefox,Linux
2014-08-01T00:30:17.000Z,Chrome,Windows
2014-08-01T00:30:17.000Z,Chrome,OSX
2014-08-01T00:30:17.000Z,Safari,OSX
2014-08-01T00:30:17.000Z,IE,Windows
2014-08-01T00:30:18.000Z,Firefox,OSX
2014-08-01T00:30:18.000Z,Firefox,Windows
2014-08-01T00:30:18.000Z,Firefox,Linux
2014-08-01T00:30:18.000Z,Chrome,Windows
2014-08-01T00:30:18.000Z,Chrome,OSX
2014-08-01T00:30:18.000Z,Safari,OSX
2014-08-01T00:30:18.000Z,IE,Windows
2014-08-01T00:30:19.000Z,Firefox,OSX
2014-08-01T00:30:19.000Z,Firefox,Windows
2014-08-01T00:30:19.000Z,Firefox,Linux
2014-08-01T00:30:19.000Z,Chrome,Windows
2014-08-01T00:30:19.000Z,Chrome,OSX
2014-08-01T00:30:19.000Z,Safari,OSX
2014-08-01T00:30:19.000Z,IE,Windows
2014-08-01T00:30:20.000Z,Firefox,OSX
2014-08-01T00:30:20.000Z,Firefox,Windows
2014-08-01T00:30:20.000Z,Firefox,Linux
2014-08-01T00:30:20.000Z,Chrome,Windows
2014-08-01T00:30:20.000Z,Chrome,OSX
2014-08-01T00:30:20.000Z,Safari,OSX
2014-08-01T00:30:20.000Z,IE,Windows
2014-08-01T00:30:21.000Z,Firefox,OSX
2014-08-01T00:30:21.000Z,Firefox,Windows
2014-08-01T00:30:21.000Z,Firefox,Linux
2014-08-01T00:30:21.000Z,Chrome,Windows
2014-08-01T00:30:21.000Z,Chrome,OSX
2014-08-01T00:30:21.000Z,Safari,OSX
2014-08-01T00:30:21.000Z,IE,Windows
2014-08-01T00:30:22.000Z,Firefox,OSX
2014-08-01T00:30:22.000Z,Firefox,Windows
2014-08-01T00:30:22.000Z,Firefox,Linux
2014-08-01T00:30:22.000Z,Chrome,Windows
2014-08-01T00:30:22.000Z,Chrome,OSX
2014-08-01T00:30:22.000Z,Safari,OSX
2014-08-01T00:30:22.000Z,IE,Windows
2014-08-01T00:30:23.000Z,Firefox,OSX
2014-08-01T00:30:23.000Z,Firefox,Windows
2014-08-01T00:30:23.000Z,Firefox,Linux
2014-08-01T00:30:23.000Z,Chrome,Windows
2014-08-01T00:30:23.000Z,Chrome,OSX
2014-08-01T00:30:23.000Z,Safari,OSX
2014-08-01T00:30:23.000Z,IE,Windows
2014-08-01T00:30:24.000Z,Firefox,OSX
2014-08-01T00:30:24.000Z,Firefox,Windows
2014-08-01T00:30:24.000Z,Firefox,Linux
2014-08-01T00:30:24.000Z,Chrome,Windows
2014-08-01T00:30:24.000Z,Chrome,OSX
2014-08-01T00:30:24.000Z,Safari,OSX
2014-08-01T00:30:24.000Z,IE,Windows
2014-08-01T00:30:25.000Z,Firefox,OSX
2014-08-01T00:30:25.000Z,Firefox,Windows
2014-08-01T00:30:25.000Z,Firefox,Linux
2014-08-01T00:30:25.000Z,Chrome,Windows
2014-08-01T00:30:25.000Z,Chrome,OSX
2014-08-01T00:30:25.000Z,Safari,OSX
2014-08-01T00:30:25.000Z,IE,Windows
2014-08-01T00:30:26.000Z,Firefox,OSX
2014-08-01T00:30:26.000Z,Firefox,Windows
2014-08-01T00:30:26.000Z,Firefox,Linux
2014-08-01T00:30:26.000Z,Chrome,Windows
2014-08-01T00:30:26.000Z,Chrome,OSX
2014-08-01T00:30:26.000Z,Safari,OSX
2014-08-01T00:30:26.000Z,IE,Windows
2014-08-01T00:30:27.000Z,Firefox,OSX
2014-08-01T00:30:27.000Z,Firefox,Windows
2014-08-01T00:30:27.000Z,Firefox,Linux
2014-08-01T00:30:27.000Z,Chrome,Windows
2014-08-01T00:30:27.000Z,Chrome,OSX
2014-08-01T00:30:27.000Z,Safari,OSX
2014-08-01T00:30:27.000Z,IE,Windows
2014-08-01T00:30:28.000Z,Firefox,OSX
2014-08-01T00:30:28.000Z,Firefox,Windows
2014-08-01T00:30:28.000Z,Firefox,Linux
2014-08-01T00:30:28.000Z,Chrome,Windows
2014-08-01T00:30:28.000Z,Chrome,OSX
2014-08-01T00:30:28.000Z,Safari,OSX
2014-08-01T00:30:28.000Z,IE,Windows
2014-08-01T00:30:29.000Z,Firefox,OSX
2014-08-01T00:30:29.000Z,Firefox,Windows
2014-08-01T00:30:29.000Z,Firefox,Linux
2014-08-01T00:30:29.000Z,Chrome,Windows
2014-08-01T00:30:29.000Z,Chrome,OSX
2014-08-01T00:30:29.000Z,Safari,OSX
2014-08-01T00:30:29.000Z,IE,Windows
2014-08-01T00:30:30.000Z,Firefox,OSX
2014-08-01T00:30:30.000Z,Firefox,Windows
2014-08-01T00:30:30.000Z,Firefox,Linux
2014-08-01T00:30:30.000Z,Chrome,Windows
2014-08-01T00:30:30.000Z,Chrome,OSX
2014-08-01T00:30:30.000Z,Safari,OSX
2014-08-01T00:30:30.000Z,IE,Windows
2014-08-01T00:30:31.000Z,Firefox,OSX
2014-08-01T00:30:31.000Z,Firefox,Windows
2014-08-01T00:30:31.000Z,Firefox,Linux
2014-08-01T00:30:31.000Z,Chrome,Windows
2014-08-01T00:30:31.000Z,Chrome,OSX
2014-08-01T00:30:31.000Z,Safari,OSX
2014-08-01T00:30:31.000Z,IE,Windows
2014-08-01T00:30:32.000Z,Firefox,OSX
2014-08-01T00:30:32.000Z,Firefox,Windows
2014-08-01T00:30:32.000Z,Firefox,Linux
2014-08-01T00:30:32.000Z,Chrome,Windows
2014-08-01T00:30:32.000Z,Chrome,OSX
2014-08-01T00:30:32.000Z,Safari,OSX
2014-08-01T00:30:32.000Z,IE,Windows
2014-08-01T00:30:33.000Z,Firefox,OSX
2014-08-01T00:30:33.000Z,Firefox,Windows
2014-08-01T00:30:33.000Z,Firefox,Linux
2014-08-01T00:30:33.000Z,Chrome,Windows
2014-08-01T00:30:33.000Z,Chrome,OSX
2014-08-01T00:30:33.000Z,Safari,OSX
2014-08-01T00:30:33.000Z,IE,Windows
2014-08-01T00:30:34.000Z,Firefox,OSX
2014-08-01T00:30:34.000Z,Firefox,Windows
2014-08-01T00:30:34.000Z,Firefox,Linux
2014-08-01T00:30:34.000Z,Chrome,Windows
2014-08-01T00:30:34.000Z,Chrome,OSX
2014-08-01T00:30:34.000Z,Safari,OSX
2014-08-01T00:30:34.000Z,IE,Windows
2014-08-01T00:30:35.000Z,Firefox,OSX
2014-08-01T00:30:35.000Z,Firefox,Windows
2014-08-01T00:30:35.000Z,Firefox,Linux
2014-08-01T00:30:35.000Z,Chrome,Windows
2014-08-01T00:30:35.000Z,Chrome,OSX
2014-08-01T00:30:35.000Z,Safari,OSX
2014-08-01T00:30:35.000Z,IE,Windows
2014-08-01T00:30:36.000Z,Firefox,OSX
2014-08-01T00:30:36.000Z,Firefox,Windows
2014-08-01T00:30:36.000Z,Firefox,Linux
2014-08-01T00:30:36.000Z,Chrome,Windows
2014-08-01T00:30:36.000Z,Chrome,OSX
2014-08-01T00:30:36.000Z,Safari,OSX
2014-08-01T00:30:36.000Z,IE,Windows
2014-08-01T00:30:37.000Z,Firefox,OSX
2014-08-01T00:30:37.000Z,Firefox,Windows
2014-08-01T00:30:37.000Z,Firefox,Linux
2014-08-01T00:30:37.000Z,Chrome,Windows
2014-08-01T00:30:37.000Z,Chrome,OSX
2014-08-01T00:30:37.000Z,Safari,OSX
2014-08-01T00:30:37.000Z,IE,Windows
2014-08-01T00:30:38.000Z,Firefox,OSX
2014-08-01T00:30:38.000Z,Firefox,Windows
2014-08-01T00:30:38.000Z,Firefox,Linux
2014-08-01T00:30:38.000Z,Chrome,Windows
2014-08-01T00:30:38.000Z,Chrome,OSX
2014-08-01T00:30:38.000Z,Safari,OSX
